,booth_id,booth_name,brand_name,address,address_disp,new_address,new_address_disp,homepage,pay_keywords,booth_category,x,y,tel
40,2019985819,포토이즘박스 여의도점,포토이즘박스,서울 영등포구 여의도동 21-3 1층 109호,서울|영등포구|여의도동|21-3|1층 109호,서울 영등포구 여의나루로 117,서울|영등포구||여의나루로|117|1층 109호,http://photoism.co.kr,,photoBooth,484770,1118545,
41,1425912116,인싸포토 발산점,인싸포토,서울 강서구 내발산동 678-11 1층,서울|강서구|내발산동|678-11|1층,서울 강서구 공항대로36길 129,서울|강서구||공항대로36길|129|1층,https://www.inssaphoto.co.kr/,,photoBooth,463719,1125935,1566-0426
42,347642075,인생네컷 부천역곡점,인생네컷,경기 부천시 역곡동 80-4 1층,경기|부천시|역곡동|80-4|1층,경기 부천시 부일로 734,경기|부천시||부일로|734|1층,https://lifefourcuts.com,제로페이,photoBooth,458253,1107293,010-2680-4490
43,704402983,하루필름 합정점,하루필름,서울 마포구 서교동 396-32 1층 102호,서울|마포구|서교동|396-32|1층 102호,서울 마포구 양화로6길 45,서울|마포구||양화로6길|45|1층 102호,http://harufilm.com,,photoBooth,481620,1124848,
44,1626943269,하루필름 홍대점,하루필름,서울 마포구 서교동 366-19 1층 4호,서울|마포구|서교동|366-19|1층 4호,서울 마포구 어울마당로 75,서울|마포구||어울마당로|75|1층 4호,https://instagram.com/haru.film_hd,,photoBooth,482617,1125658,010-6763-4348
45,1863337954,포토이즘컬러드 망원점,포토이즘컬러드,서울 마포구 망원동 404-25 1층,서울|마포구|망원동|404-25|1층,서울 마포구 포은로 95,서울|마포구||포은로|95|1층,http://photoism.co.kr/,,photoBooth,478990,1126675,
46,2087112557,포토하임 구로점,포토하임,서울 구로구 구로동 1124 1층,서울|구로구|구로동|1124|1층,서울 구로구 디지털로32나길 19,서울|구로구||디지털로32나길|19|1층,,,photoBooth,477984,1106860,
47,2118004715,포토스트리트,포토스트리트,서울 강서구 등촌동 628-9,서울|강서구|등촌동|628-9|,서울 강서구 화곡로 416,서울|강서구||화곡로|416|,,,photoBooth,468072,1127951,
48,738246186,인생네컷 홍대동교점,인생네컷,서울 마포구 동교동 162-14,서울|마포구|동교동|162-14|,서울 마포구 홍익로6길 21,서울|마포구||홍익로6길|21|,https://lifefourcuts.com/,,photoBooth,482968,1126665,010-3920-4684
49,855831129,포토이즘박스 상수점,포토이즘박스,서울 마포구 서교동 408-7 1층,서울|마포구|서교동|408-7|1층,서울 마포구 어울마당로 58,서울|마포구||어울마당로|58|1층,http://photoism.co.kr,,photoBooth,482604,1125160,
50,117365255,인생네컷 서울마곡나루점,인생네컷,서울 강서구 마곡동 760-2 마곡나루역캐슬파크,서울|강서구|마곡동|760-2|마곡나루역캐슬파크,서울 강서구 마곡중앙로 161-1,서울|강서구||마곡중앙로|161-1|마곡나루역캐슬파크,https://lifefourcuts.com/,제로페이,photoBooth,461891,1130126,010-3920-4684
51,459560376,하루필름 연남점,하루필름,서울 마포구 연남동 227-8 1층,서울|마포구|연남동|227-8|1층,서울 마포구 동교로46길 40,서울|마포구||동교로46길|40|1층,http://harufilm.com/,,photoBooth,483815,1128513,
52,1795802672,인생네컷 홍대입구점,인생네컷,서울 마포구 동교동 165-8 LG팰리스빌딩 107호,서울|마포구|동교동|165-8|LG팰리스빌딩 107호,서울 마포구 양화로 156,서울|마포구||양화로|156|LG팰리스빌딩 107호,https://lifefourcuts.com,제로페이,photoBooth,483102,1126838,010-5517-7131
53,815947438,포토이즘박스 홍대어울림점,포토이즘박스,서울 마포구 서교동 364-23 1층,서울|마포구|서교동|364-23|1층,서울 마포구 어울마당로 80,서울|마포구||어울마당로|80|1층,http://photoism.co.kr,,photoBooth,482698,1125739,
54,2016888717,포토시그니처 홍대1호점,포토시그니처,서울 마포구 서교동 358-57,서울|마포구|서교동|358-57|,서울 마포구 어울마당로 86,서울|마포구||어울마당로|86|,https://www.instagram.com/photosignature_hongdae/,제로페이,photoBooth,482735,1125888,
55,1103350741,하루필름 신림점,하루필름,서울 관악구 신림동 1640-30 1층,서울|관악구|신림동|1640-30|1층,서울 관악구 남부순환로176길 11,서울|관악구||남부순환로176길|11|1층,http://harufilm.com,,photoBooth,484205,1106675,
56,1318652697,포토이즘박스 홍대역점,포토이즘박스,서울 마포구 동교동 169-14 1층,서울|마포구|동교동|169-14|1층,서울 마포구 양화로18길 15,서울|마포구||양화로18길|15|1층,http://photoism.co.kr,,photoBooth,483415,1126969,
57,700016806,하루필름 홍대직영1호점,하루필름,서울 마포구 동교동 164-32,서울|마포구|동교동|164-32|,서울 마포구 어울마당로 123,서울|마포구||어울마당로|123|,http://harufilm.com,,photoBooth,483133,1126708,
58,279316731,인생네컷 홍대어울림점,인생네컷,서울 마포구 서교동 358-1,서울|마포구|서교동|358-1|,서울 마포구 홍익로 19,서울|마포구||홍익로|19|,https://lifefourcuts.com,,photoBooth,482909,1126254,1833-7970
59,1675463957,인생네컷 노량진점,인생네컷,서울 동작구 노량진동 92-2 1층,서울|동작구|노량진동|92-2|1층,서울 동작구 노량진로16길 22,서울|동작구||노량진로16길|22|1층,https://lifefourcuts.com/,제로페이,photoBooth,487560,1114780,010-4519-3189
60,1880129944,포토이즘박스 마곡나루역점,포토이즘박스,서울 강서구 마곡동 760 145호,서울|강서구|마곡동|760|145호,서울 강서구 마곡중앙5로 6,서울|강서구||마곡중앙5로|6|145호,https://www.instagram.com/photoismbox_magoknaru,,photoBooth,461862,1129933,
61,125743892,포토이즘박스 연남점,포토이즘박스,서울 마포구 동교동 150-3 1층,서울|마포구|동교동|150-3|1층,서울 마포구 동교로 230,서울|마포구||동교로|230|1층,http://photoism.co.kr,,photoBooth,483312,1128023,
62,815448665,포토이즘박스 레치키치점,포토이즘박스,서울 마포구 동교동 176-13 지하,서울|마포구|동교동|176-13|지하,서울 마포구 신촌로2안길 2,서울|마포구||신촌로2안길|2|지하,http://photoism.co.kr,,photoBooth,483948,1127240,
63,1103219658,인생네컷 신촌연세대점,인생네컷,서울 서대문구 창천동 5-46 1층,서울|서대문구|창천동|5-46|1층,서울 서대문구 명물길 46,서울|서대문구||명물길|46|1층,https://lifefourcuts.com/,제로페이,photoBooth,486545,1127507,1833-7970
64,857384157,포토이즘박스 신림점,포토이즘박스,서울 관악구 신림동 1640-40,서울|관악구|신림동|1640-40|,서울 관악구 신림로59길 10,서울|관악구||신림로59길|10|,http://photoism.co.kr,,photoBooth,484339,1106581,
65,1340987328,인생네컷 부천옥길점,인생네컷,경기 부천시 옥길동 745-1 문영퀸즈파크A 1층 102호,경기|부천시|옥길동|745-1|문영퀸즈파크A 1층 102호,경기 부천시 옥길로 116,경기|부천시||옥길로|116|문영퀸즈파크A 1층 102호,https://lifefourcuts.com,제로페이,photoBooth,460776,1102130,010-8505-2525
66,1396312983,포토이즘박스 노량진점,포토이즘박스,서울 동작구 노량진동 97-1 1층,서울|동작구|노량진동|97-1|1층,서울 동작구 노량진로16길 14,서울|동작구||노량진로16길|14|1층,http://photoism.co.kr,,photoBooth,487533,1114865,
67,1316308239,포토이즘컬러드 홍대점,포토이즘컬러드,서울 마포구 서교동 358-48,서울|마포구|서교동|358-48|,서울 마포구 와우산로21길 36,서울|마포구||와우산로21길|36|,http://photoism.co.kr/,,photoBooth,482768,1125825,
68,1275371144,포토시그니처 신림점,포토시그니처,서울 관악구 신림동 1640-7 1층,서울|관악구|신림동|1640-7|1층,서울 관악구 남부순환로 1606,서울|관악구||남부순환로|1606|1층,http://photosignature.co.kr/,제로페이,photoBooth,484320,1106805,
69,812593624,하루필름 홍대직영2호점,하루필름,서울 마포구 동교동 164-13,서울|마포구|동교동|164-13|,서울 마포구 어울마당로 121,서울|마포구||어울마당로|121|,http://harufilm.com,,photoBooth,483117,1126686,
70,1681144741,하루필름 신촌점,하루필름,서울 서대문구 창천동 13-27 1층,서울|서대문구|창천동|13-27|1층,서울 서대문구 명물길 20,서울|서대문구||명물길|20|1층,https://www.instagram.com/haru_film_sc/,,photoBooth,486290,1127290,
71,159718423,모노맨션,모노맨션,서울 마포구 망원동 404-39 1층,서울|마포구|망원동|404-39|1층,서울 마포구 포은로 89,서울|마포구||포은로|89|1층,https://instagram.com/mono.mansion?igshid=YmMyMTA2M2Y=,,photoBooth,479034,1126530,010-5647-7090
72,256435783,인생네컷 부천신중동점,인생네컷,경기 부천시 중동 1130 삼익프라자 1층 101호,경기|부천시|중동|1130|삼익프라자 1층 101호,경기 부천시 조마루로291번길 38,경기|부천시||조마루로291번길|38|삼익프라자 1층 101호,https://lifefourcuts.com,제로페이,photoBooth,450454,1111078,010-8338-8314
73,241082407,포토시그니처 홍대2호점,포토시그니처,서울 마포구 서교동 345-30,서울|마포구|서교동|345-30|,서울 마포구 홍익로 20,서울|마포구||홍익로|20|,http://photosignature.co.kr,,photoBooth,482950,1126357,
74,1533015950,인생네컷 부천심곡로드점,인생네컷,경기 부천시 심곡동 176-10 1층,경기|부천시|심곡동|176-10|1층,경기 부천시 부일로 463,경기|부천시||부일로|463|1층,https://www.instagram.com/life4cut/,,photoBooth,451727,1107516,010-5011-0906
75,230536887,인생네컷 서울보라매로드점,인생네컷,서울 관악구 봉천동 702-102,서울|관악구|봉천동|702-102|,서울 관악구 보라매로 17,서울|관악구||보라매로|17|,https://lifefourcuts.com,,photoBooth,483844,1108777,010-3392-1072
76,175837147,포토이즘박스 신촌점,포토이즘박스,서울 서대문구 창천동 13-16,서울|서대문구|창천동|13-16|,서울 서대문구 명물길 26,서울|서대문구||명물길|26|,http://photoism.co.kr,,photoBooth,486365,1127327,
77,2134324413,포토시그니처 서울연남점,포토시그니처,서울 마포구 동교동 147,서울|마포구|동교동|147|,서울 마포구 양화로 191,서울|마포구||양화로|191|,http://photosignature.co.kr,제로페이,photoBooth,483602,1127548,
78,754504983,포토이즘박스 시흥사거리점,포토이즘박스,서울 금천구 시흥동 891 1층,서울|금천구|시흥동|891|1층,서울 금천구 시흥대로52길 24,서울|금천구||시흥대로52길|24|1층,http://photoism.co.kr,,photoBooth,478427,1098056,
79,199877370,포토하임 여의도CGV점,포토하임,서울 영등포구 여의도동 23 IFC몰 지하 3층,서울|영등포구|여의도동|23|IFC몰 지하 3층,서울 영등포구 국제금융로 10,서울|영등포구||국제금융로|10|IFC몰 지하 3층,,,photoBooth,483399,1118253,010-2846-0413
80,392615211,하루필름 부천점,하루필름,경기 부천시 심곡동 174-6 1층,경기|부천시|심곡동|174-6|1층,경기 부천시 부천로9번길 29,경기|부천시||부천로9번길|29|1층,https://www.instagram.com/haru_film_bc,,photoBooth,451647,1107251,070-8064-7049
81,99001995,하루필름 연트럴파크점,하루필름,서울 마포구 동교동 148-10 1층,서울|마포구|동교동|148-10|1층,서울 마포구 양화로23길 30,서울|마포구||양화로23길|30|1층,http://harufilm.com,,photoBooth,483432,1127839,
82,79745810,인생네컷 신촌연대점,인생네컷,서울 서대문구 창천동 33-19,서울|서대문구|창천동|33-19|,서울 서대문구 연세로 29-1,서울|서대문구||연세로|29-1|,https://lifefourcuts.com,,photoBooth,486028,1127451,1833-7970
83,585104613,인생네컷 광명소하점,인생네컷,경기 광명시 소하동 1335,경기|광명시|소하동|1335|,경기 광명시 금하로 464,경기|광명시||금하로|464|,https://lifefourcuts.com,제로페이,photoBooth,474348,1096974,010-8359-0920
84,1311181119,RGB포토스튜디오 합정점,RGB포토스튜디오,서울 마포구 합정동 366-8 1층,서울|마포구|합정동|366-8|1층,서울 마포구 독막로2길 27,서울|마포구||독막로2길|27|1층,http://rgbphotostudio.com,,photoBooth,481143,1124398,070-8778-0000
85,1366181137,포토이즘박스 신중동점,포토이즘박스,경기 부천시 중동 1133-12 대성빌딩 104호,경기|부천시|중동|1133-12|대성빌딩 104호,경기 부천시 조마루로291번길 56,경기|부천시||조마루로291번길|56|대성빌딩 104호,https://www.instagram.com/photoismbox_sinjungdong/,,photoBooth,450398,1111335,
86,406133465,포토이즘컬러드 연남점,포토이즘컬러드,서울 마포구 동교동 113-20 1층,서울|마포구|동교동|113-20|1층,서울 마포구 연희로1길 46,서울|마포구||연희로1길|46|1층,http://photoism.co.kr/,,photoBooth,483654,1128158,
87,844890967,포토이즘박스 부천역점,포토이즘박스,경기 부천시 심곡동 175-16 1층,경기|부천시|심곡동|175-16|1층,경기 부천시 부일로460번길 5,경기|부천시||부일로460번길|5|1층,http://photoism.co.kr,,photoBooth,451655,1107356,
88,2067942062,포토이즘컬러드 신촌점,포토이즘컬러드,서울 서대문구 창천동 31-45 1층 103호,서울|서대문구|창천동|31-45|1층 103호,서울 서대문구 연세로 19,서울|서대문구||연세로|19|1층 103호,http://photoism.co.kr/,,photoBooth,486025,1127190,
89,608282241,인생네컷 경기부천점,인생네컷,경기 부천시 심곡동 179-3 센텀시티 1층 107호,경기|부천시|심곡동|179-3|센텀시티 1층 107호,경기 부천시 부일로459번길 20,경기|부천시||부일로459번길|20|센텀시티 1층 107호,https://lifefourcuts.com,제로페이,photoBooth,451731,1107735,010-9488-6459
90,843214713,포토이즘박스 샤로수길점,포토이즘박스,서울 관악구 봉천동 1610-3,서울|관악구|봉천동|1610-3|,서울 관악구 관악로14길 50,서울|관악구||관악로14길|50|,http://photoism.co.kr,,photoBooth,490108,1105315,
91,1864492721,포토이즘컬러드 부천역점,포토이즘컬러드,경기 부천시 심곡동 383-1 시네마존 1층,경기|부천시|심곡동|383-1|시네마존 1층,경기 부천시 부일로 460,경기|부천시||부일로|460|시네마존 1층,http://photoism.co.kr,,photoBooth,451580,1107395,
92,616223262,시현하다프레임 오리지널레드점,시현하다프레임,서울 마포구 상수동 318-5,서울|마포구|상수동|318-5|,서울 마포구 독막로 61,서울|마포구||독막로|61|,https://www.instagram.com/sihyunhada_frame/,,photoBooth,482413,1124588,010-6844-9096
93,2146853312,RGB포토스튜디오 홍대입구역점,RGB포토스튜디오,서울 마포구 서교동 334-14 지하1층,서울|마포구|서교동|334-14|지하1층,서울 마포구 와우산로27길 28,서울|마포구||와우산로27길|28|지하1층,https://rgbphotostudio.com,,photoBooth,483865,1126385,070-8778-0000
94,676192037,포토이즘박스 고양향동점,포토이즘박스,경기 고양시 덕양구 향동동 560 MJ프라자 B02호,경기|고양시 덕양구|향동동|560|MJ프라자 B02호,경기 고양시 덕양구 향기로 70,경기|고양시 덕양구||향기로|70|MJ프라자 B02호,http://photoism.co.kr/,,photoBooth,476394,1137850,
95,297276261,홍대네컷 홍대거리점,홍대네컷,서울 마포구 서교동 411-15 1층,서울|마포구|서교동|411-15|1층,,,,,photoBooth,482468,1124730,
96,1615446990,인싸포토 노량진점,인싸포토,서울 동작구 노량진동 91-1 1층,서울|동작구|노량진동|91-1|1층,서울 동작구 노량진로16길 21,서울|동작구||노량진로16길|21|1층,https://www.inssaphoto.co.kr/,,photoBooth,487605,1114773,
97,1529621267,픽닷 마곡점,픽닷,서울 강서구 마곡동 797-4 1층 119호,서울|강서구|마곡동|797-4|1층 119호,서울 강서구 공항대로 261,서울|강서구||공항대로|261|1층 119호,,,photoBooth,463889,1127705,
98,278486050,포토시그니처 서울샤로수길점,포토시그니처,서울 관악구 봉천동 1604-22,서울|관악구|봉천동|1604-22|,서울 관악구 관악로14길 38,서울|관악구||관악로14길|38|,http://photosignature.co.kr/,,photoBooth,489975,1105366,
99,877857884,하루필름,하루필름,경기 부천시 중동 1167-3 파크리움 1층 105호,경기|부천시|중동|1167-3|파크리움 1층 105호,경기 부천시 석천로169번길 34,경기|부천시||석천로169번길|34|파크리움 1층 105호,http://harufilm.com/,,photoBooth,447150,1112180,
100,845811228,포토 슬레이트,포토,서울 마포구 서교동 408-8,서울|마포구|서교동|408-8|,서울 마포구 어울마당로 56,서울|마포구||어울마당로|56|,,,photoBooth,482601,1125128,
101,2114709537,포토이즘박스 용리단길점,포토이즘박스,서울 용산구 한강로1가 224-5,서울|용산구|한강로1가|224-5|,서울 용산구 한강대로52길 31,서울|용산구||한강대로52길|31|,http://photoism.co.kr,,photoBooth,493988,1120058,
102,473451574,스티카 연남점,스티카,서울 마포구 연남동 224-60 1층,서울|마포구|연남동|224-60|1층,서울 마포구 성미산로 189-5,서울|마포구||성미산로|189-5|1층,https://www.instagram.com/sticka_photo,,photoBooth,483770,1128800,010-7914-8479
103,2124959939,인생네컷 서울숙명여대점,인생네컷,서울 용산구 청파동3가 24-86 1층,서울|용산구|청파동3가|24-86|1층,서울 용산구 청파로45길 24,서울|용산구||청파로45길|24|1층,https://instagram.com/life4cut_sookmyung,,photoBooth,493217,1123612,010-2854-3361
104,1667202466,포토시그니처 부천중동점,포토시그니처,경기 부천시 중동 1166-4,경기|부천시|중동|1166-4|,경기 부천시 석천로183번길 35,경기|부천시||석천로183번길|35|,http://photosignature.co.kr,경기지역화폐,photoBooth,447192,1112415,
105,300183178,플레이인더박스 홍대,플레이인더박스,서울 마포구 서교동 358-104 1층,서울|마포구|서교동|358-104|1층,서울 마포구 홍익로 15,서울|마포구||홍익로|15|1층,https://www.instagram.com/playinthebox_hiu/,,photoBooth,482990,1126185,070-7712-0977
